citation_id,source_label,application_type,application_decision,decision_basis,matched_regex_or_rule,matched_text,evidence_excerpt,reference_acceptance,reference_acceptance_matched_rule,reference_acceptance_matched_text
[63],Australia - New South Wales - NSW EPA / state government FOGO guidance,Food-waste liners / collection bags,Accepted,Food-waste liners/collection bags are accepted in the ordinary organics route; certification or compostability wording is treated as product qualification.,\b(caddy\s*liner|kitchen\s*caddy|food[- ]?waste\s*(bag|liner)|bio\s*bag|biobag|compostable\s*(bag|liner)|green\s*bag|brown\s*bag|collection\s*(bag|liner)|organic\s*waste\s*bag|organics\s*bag|biowaste\s*bag|food\s*scraps?\s*bag)s?\b,kitchen caddy,d garden waste bin so it can be recycled into top quality compost. Material that goes in FO or FOGO bins Food only Food Compostable plastic kitchen caddy liners that comply with Australian Standard AS 4736-2006 (for commercial composting) used to collect and transfer food waste to the FO bin,Collection liners only,"\b(food[- ]?waste|kitchen|caddy|organics?|organic[- ]?waste|bio[- ]?waste)\s+(caddy\s+)?(bag|liner|sack)s?\b.{0,140}\b(can|may|must|should|accepted|allowed|permitted|collected|used|use)\b",kitchen caddy liners that comply with australian standard as 4736-2006 (for commercial composting) used
[63],Australia - New South Wales - NSW EPA / state government FOGO guidance,Tea/coffee preparation items,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.,\b(tea\s*bag|teabag|coffee\s*filter|coffee\s*(pod|capsule)|k[- ]?cup|espresso\s*capsule|teebeutel|kaffeefilter|theezakjes?|koffiefilters?|sachet[s]?\s+de\s+th[ée]|filtre[s]?\s+.*caf[ée]|capsule[s]?\s+de\s+caf[ée])s?\b,coffee filters,"s bamboo, timber or cardboard packaging and cutlery, paper towels and serviettes Fibre-based food contact materials including baking paper, coffee filters, paper towels, serviettes; fibre-based food containers such as coffee cups, pizza boxes, plates, bowls; paper bags; cardboard packaging; an",Collection liners only,"\b(food[- ]?waste|kitchen|caddy|organics?|organic[- ]?waste|bio[- ]?waste)\s+(caddy\s+)?(bag|liner|sack)s?\b.{0,140}\b(can|may|must|should|accepted|allowed|permitted|collected|used|use)\b",kitchen caddy liners that comply with australian standard as 4736-2006 (for commercial composting) used
[63],Australia - New South Wales - NSW EPA / state government FOGO guidance,Generic compostable packaging / plastics,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.,"\b(compostable|biodegradable|industrially\s+compostable|certified\s+compostable|bioplastic|bio[- ]?plastic|bioplastics|composteerbaar\w*|kompostierbar\w*|compostabil\w*|biod[ée]gradable\w*|biohajoava|kompostoituva|biolagunev\w*|kompostitav\w*|biolo[šs]ko\s+razgradljiv\w*|kompostowaln\w*|biodegradowaln\w*)\b.{0,140}\b(packaging|plastic|plastics|product|products|material|materials|item|items|verpackungen|kunststoff|emballage|embalagem|imballagg|envase|verpakking|pakend|pakkauks|opakowania|embala[žz]a|obaly|muovi|pakkauks|label|sticker)\w*",compostable plastic,dded to the green lid garden waste bin so it can be recycled into top quality compost. Material that goes in FO or FOGO bins Food only Food Compostable plastic kitchen caddy liners that comply with Australian Standard AS 4736-2006 (for commercial composting) used to collect and transfer food waste,Collection liners only,"\b(food[- ]?waste|kitchen|caddy|organics?|organic[- ]?waste|bio[- ]?waste)\s+(caddy\s+)?(bag|liner|sack)s?\b.{0,140}\b(can|may|must|should|accepted|allowed|permitted|collected|used|use)\b",kitchen caddy liners that comply with australian standard as 4736-2006 (for commercial composting) used
[64],Australia - City of Sydney - City of Sydney / municipal food-scraps service,Food-waste liners / collection bags,Accepted,Food-waste liners/collection bags are accepted in the ordinary organics route; certification or compostability wording is treated as product qualification.,\b(caddy\s*liner|kitchen\s*caddy|food[- ]?waste\s*(bag|liner)|bio\s*bag|biobag|compostable\s*(bag|liner)|green\s*bag|brown\s*bag|collection\s*(bag|liner)|organic\s*waste\s*bag|organics\s*bag|biowaste\s*bag|food\s*scraps?\s*bag)s?\b,compostable bags,". Alternatively, you can use any container with a lid, for example, an empty ice cream or plastic container. Order your caddy Use certified compostable bags Only use AS 4736 certified compostable bags in your kitchen caddy or food scraps recycling bin – look for this symbol. Compostable bags are",Collection liners only,"\b(use|can\s+use|may\s+use|allowed\s+to\s+use|line|pack|collect|wrap)\b.{0,160}\b(compostable|bioplastic|biodegradable|paper)\s+(bag|liner|sack)s?","can use any container with a lid, for example, an empty ice cream or plastic container. order your caddy use certified compostable bags only use as 4736 certified compostable bags"
[64],Australia - City of Sydney - City of Sydney / municipal food-scraps service,Tea/coffee preparation items,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.,\b(tea\s*bag|teabag|coffee\s*filter|coffee\s*(pod|capsule)|k[- ]?cup|espresso\s*capsule|teebeutel|kaffeefilter|theezakjes?|koffiefilters?|sachet[s]?\s+de\s+th[ée]|filtre[s]?\s+.*caf[ée]|capsule[s]?\s+de\s+caf[ée])s?\b,tea bags,"h and seafood (soft shells only, example: prawn shells) bread, pastries, cakes and biscuits rice, grains, cereals, and noodles plastic-free tea bags without tags or staples, loose tea leaves, and coffee grounds What doesn’t belong in your maroon lid food scraps bin large bones or hard sh",Collection liners only,"\b(use|can\s+use|may\s+use|allowed\s+to\s+use|line|pack|collect|wrap)\b.{0,160}\b(compostable|bioplastic|biodegradable|paper)\s+(bag|liner|sack)s?","can use any container with a lid, for example, an empty ice cream or plastic container. order your caddy use certified compostable bags only use as 4736 certified compostable bags"
[64],Australia - City of Sydney - City of Sydney / municipal food-scraps service,Flexible films/wraps/pouches,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.,"\b(compostable|biodegradable|bioplastic|compostabil|biodegradabil)\w*\b.{0,160}\b(film|wrap|wrapper|pouch|mailer|poly\s*bag|garment\s*bag|shopping\s*bag|carrier\s*bag)",compostable bags you can use newspaper to line your kitchen caddy or wrap,compostable bags have a best before period of 12 months. After this time bags will be more likely to fail. If you don’t want to use or buy compostable bags You can use newspaper to line your kitchen caddy or wrap your food scraps before placing in the maroon lid bin. If your bin isn’t collected or is damaged Please fill in an online form to arrange c,Collection liners only,"\b(use|can\s+use|may\s+use|allowed\s+to\s+use|line|pack|collect|wrap)\b.{0,160}\b(compostable|bioplastic|biodegradable|paper)\s+(bag|liner|sack)s?","can use any container with a lid, for example, an empty ice cream or plastic container. order your caddy use certified compostable bags only use as 4736 certified compostable bags"
[64],Australia - City of Sydney - City of Sydney / municipal food-scraps service,Generic compostable packaging / plastics,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.,"\b(compostable|biodegradable|industrially\s+compostable|certified\s+compostable|bioplastic|bio[- ]?plastic|bioplastics|composteerbaar\w*|kompostierbar\w*|compostabil\w*|biod[ée]gradable\w*|biohajoava|kompostoituva|biolagunev\w*|kompostitav\w*|biolo[šs]ko\s+razgradljiv\w*|kompostowaln\w*|biodegradowaln\w*)\b.{0,140}\b(packaging|plastic|plastics|product|products|material|materials|item|items|verpackungen|kunststoff|emballage|embalagem|imballagg|envase|verpakking|pakend|pakkauks|opakowania|embala[žz]a|obaly|muovi|pakkauks|label|sticker)\w*",certified compostable bags in your kitchen caddy or food scraps recycling bin - look for this symbol. compostable bags are made of plant material,"ontainer with a lid, for example, an empty ice cream or plastic container. Order your caddy Use certified compostable bags Only use AS 4736 certified compostable bags in your kitchen caddy or food scraps recycling bin – look for this symbol. Compostable bags are made of plant material and they break down with your food scraps. Plastic, degradable and biodegradable bags must not be placed into your food scraps bin. They ca",Collection liners only,"\b(use|can\s+use|may\s+use|allowed\s+to\s+use|line|pack|collect|wrap)\b.{0,160}\b(compostable|bioplastic|biodegradable|paper)\s+(bag|liner|sack)s?","can use any container with a lid, for example, an empty ice cream or plastic container. order your caddy use certified compostable bags only use as 4736 certified compostable bags"
[65],"Australia - Melbourne and Manningham, Victoria - City of Melbourne + Manningham / municipal FOGO rules",Food-waste liners / collection bags,Accepted with conditions,"Food-waste liners are accepted only as official/designated, locally/facility-approved, or otherwise restricted collection items.",\b(caddy\s*liner|kitchen\s*caddy|food[- ]?waste\s*(bag|liner)|bio\s*bag|biobag|compostable\s*(bag|liner)|green\s*bag|brown\s*bag|collection\s*(bag|liner)|organic\s*waste\s*bag|organics\s*bag|biowaste\s*bag|food\s*scraps?\s*bag)s?\b,kitchen caddy,e a food and garden organics service to selected high‑rise residential buildings in Melbourne. Find out more Households are supplied with a kitchen caddy and lime-green lid bin to dispose of their food and garden waste. The organics we collect are converted into compost and fertiliser to be u,Collection liners only,"\b(food[- ]?waste|bio[- ]?waste|organic\s*waste|kitchen\s*caddy)\b.{0,160}\b(compostable|biodegradable|paper)\s+(bag|liner|sack)s?",kitchen caddy and a pack of compostable liners
[65],"Australia - Melbourne and Manningham, Victoria - City of Melbourne + Manningham / municipal FOGO rules",Food-service ware / takeaway packaging,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.,"\b(cup|plate|bowl|tray|container|cutlery|fork|spoon|knife|straw|lid|stoviglie|posate|bicchieri|piatti|contenitori|kahvimuki|kertak[äa]ytt[öo]astia|vaisselle|gobelets?|assiettes?|couverts?|vasos?|platos?|cubiertos?)\w*\b.{0,140}\b(compostable|biodegradable|compostabil|biodegradabil|organic|umido|compost|biohajoava|kompostoituva)",lid bin to dispose of their food and garden waste. the organics we collect are converted into compost,"service to selected high‑rise residential buildings in Melbourne. Find out more Households are supplied with a kitchen caddy and lime-green lid bin to dispose of their food and garden waste. The organics we collect are converted into compost and fertiliser to be used on farms, as well as our parks, gardens and sporting fields. Phase one of the rollout began in June 2021 for sing",Collection liners only,"\b(food[- ]?waste|bio[- ]?waste|organic\s*waste|kitchen\s*caddy)\b.{0,160}\b(compostable|biodegradable|paper)\s+(bag|liner|sack)s?",kitchen caddy and a pack of compostable liners
[66],"Australia - Randwick, New South Wales - Randwick City Council / municipal sorting rule",Food-waste liners / collection bags,Accepted,Food-waste liners/collection bags are accepted in the ordinary organics route; certification or compostability wording is treated as product qualification.,\b(caddy\s*liner|kitchen\s*caddy|food[- ]?waste\s*(bag|liner)|bio\s*bag|biobag|compostable\s*(bag|liner)|green\s*bag|brown\s*bag|collection\s*(bag|liner)|organic\s*waste\s*bag|organics\s*bag|biowaste\s*bag|food\s*scraps?\s*bag)s?\b,kitchen caddy,ostable plastic may not breakdown quickly and could negatively impact the production of a high quality and safe compost product. Note: FOGO kitchen caddy liners that comply with Australian Standard AS 4736-2006 may still be used. These are the certified compostable green bags supplied free of,Collection liners only,"\b(use|can\s+use|may\s+use|allowed\s+to\s+use|line|pack|collect|wrap)\b.{0,160}\b(compostable|bioplastic|biodegradable|paper)\s+(bag|liner|sack)s?",use a compostable liner
[66],"Australia - Randwick, New South Wales - Randwick City Council / municipal sorting rule",Food-service ware / takeaway packaging,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.,"\b(cup|plate|bowl|tray|container|cutlery|fork|spoon|knife|straw|lid|stoviglie|posate|bicchieri|piatti|contenitori|kahvimuki|kertak[äa]ytt[öo]astia|vaisselle|gobelets?|assiettes?|couverts?|vasos?|platos?|cubiertos?)\w*\b.{0,140}\b(compostable|biodegradable|compostabil|biodegradabil|organic|umido|compost|biohajoava|kompostoituva)",lid fogo (food organics garden organic,"Visit FOGO to see the latest information. Paper towel, compostable packaging and pet waste will no longer be able to be placed in the green lid FOGO (food organics garden organics) bin under changes being made in 2023. Randwick City residents have embraced food recycling since it was introduced in March 2021 divertin",Collection liners only,"\b(use|can\s+use|may\s+use|allowed\s+to\s+use|line|pack|collect|wrap)\b.{0,160}\b(compostable|bioplastic|biodegradable|paper)\s+(bag|liner|sack)s?",use a compostable liner
[66],"Australia - Randwick, New South Wales - Randwick City Council / municipal sorting rule",Food-soiled paper / fibre packaging,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.,\b(food[- ]?soiled|soiled|greasy)\s+(paper|cardboard|fibre|fiber|napkin|paper\s*towel|pizza\s*box|paper\s*bag|food\s*wrapper|takeout\s*container)s?\b,soiled paper,"ore than 23,000 tonnes of food waste from landfill simply by placing food waste and garden organics in the same bin. As well as food waste, soiled paper towel and tissues, compostable cutlery made from bamboo and cardboard, as well as pizza boxes, paper and pet waste have also been permitted",Collection liners only,"\b(use|can\s+use|may\s+use|allowed\s+to\s+use|line|pack|collect|wrap)\b.{0,160}\b(compostable|bioplastic|biodegradable|paper)\s+(bag|liner|sack)s?",use a compostable liner
[66],"Australia - Randwick, New South Wales - Randwick City Council / municipal sorting rule",Generic compostable packaging / plastics,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.,"\b(compostable|biodegradable|industrially\s+compostable|certified\s+compostable|bioplastic|bio[- ]?plastic|bioplastics|composteerbaar\w*|kompostierbar\w*|compostabil\w*|biod[ée]gradable\w*|biohajoava|kompostoituva|biolagunev\w*|kompostitav\w*|biolo[šs]ko\s+razgradljiv\w*|kompostowaln\w*|biodegradowaln\w*)\b.{0,140}\b(packaging|plastic|plastics|product|products|material|materials|item|items|verpackungen|kunststoff|emballage|embalagem|imballagg|envase|verpakking|pakend|pakkauks|opakowania|embala[žz]a|obaly|muovi|pakkauks|label|sticker)\w*",compostable packaging,"bility & Environment NOTE: This news article was accurate at the time it was posted. Visit FOGO to see the latest information. Paper towel, compostable packaging and pet waste will no longer be able to be placed in the green lid FOGO (food organics garden organics) bin under changes being made in 202",Collection liners only,"\b(use|can\s+use|may\s+use|allowed\s+to\s+use|line|pack|collect|wrap)\b.{0,160}\b(compostable|bioplastic|biodegradable|paper)\s+(bag|liner|sack)s?",use a compostable liner
[67],"Australia - Inner West, New South Wales - Inner West Council / municipal sorting rule",Food-waste liners / collection bags,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,\b(caddy\s*liner|kitchen\s*caddy|food[- ]?waste\s*(bag|liner)|bio\s*bag|biobag|compostable\s*(bag|liner)|green\s*bag|brown\s*bag|collection\s*(bag|liner)|organic\s*waste\s*bag|organics\s*bag|biowaste\s*bag|food\s*scraps?\s*bag)s?\b,compostable liners,lid bin or a larger 240 litre bin. You can also request an additional FOGO bin at no extra cost. Council supplies kitchen benchtop bins and compostable liners for the collection of food scraps. I need compostable bags Inner West Council provides all households with a pack of 75 compostable bin lin,Rejected,"\b(not\s+accepted|not\s+allowed|do\s+not\s+put|don't\s+put|must\s+not|should\s+not|prohibited|rejected|not\s+permitted|not\s+suitable|cannot|can\s*not|can’t|can't|contamination|contaminant)\b.{0,180}\b(compostable|biodegradable|bioplastic|bio[- ]?plastic|compostable\s+packag|biodegradable\s+packag|serviceware|cup|cutlery)","not accepted. these bags will not decompose and will contaminate the compost used by farmers to grow food. only use council provided liners, or green liners that are certified compostable"
[67],"Australia - Inner West, New South Wales - Inner West Council / municipal sorting rule",Tea/coffee preparation items,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,\b(tea\s*bag|teabag|coffee\s*filter|coffee\s*(pod|capsule)|k[- ]?cup|espresso\s*capsule|teebeutel|kaffeefilter|theezakjes?|koffiefilters?|sachet[s]?\s+de\s+th[ée]|filtre[s]?\s+.*caf[ée]|capsule[s]?\s+de\s+caf[ée])s?\b,coffee filters,"Paper or cardboard (including paper towel, serviettes, and tissues) Bread, pasta, rice and cereal Pet poo or pet poo bags Coffee grounds (no coffee filters) Kitty litter Eggs and eggshells Soil or rocks Out of date food (processed or fresh) Garden equipment Expired takeaway Logs or branches lo",Rejected,"\b(not\s+accepted|not\s+allowed|do\s+not\s+put|don't\s+put|must\s+not|should\s+not|prohibited|rejected|not\s+permitted|not\s+suitable|cannot|can\s*not|can’t|can't|contamination|contaminant)\b.{0,180}\b(compostable|biodegradable|bioplastic|bio[- ]?plastic|compostable\s+packag|biodegradable\s+packag|serviceware|cup|cutlery)","not accepted. these bags will not decompose and will contaminate the compost used by farmers to grow food. only use council provided liners, or green liners that are certified compostable"
[67],"Australia - Inner West, New South Wales - Inner West Council / municipal sorting rule",Flexible films/wraps/pouches,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,"\b(mailer|postal\s*bag|e[- ]?commerce\s*packaging|garment\s*bag|poly\s*bag|protective\s*film|stretch\s*film|shrink\s*film|wrapper|wrap|pouch|pouches|wikkels|films?|folien|buste)\w*\b.{0,160}\b(compostable|biodegradable|bioplastic|compostabil|biodegradabil|organic waste|compost|brown\s+bin|green\s+cart)","wrappers, boxes, containers) meat, chicken and fish (including all bones) fruit stickers seafood (including crabs, prawns, oysters, clams, and mussels) compostable or biodegradable","site here. YES - these items can go in FOGO NO - these items cannot go in FOGO Fruit and vegetable peels and scraps Food packaging (packets, wrappers, boxes, containers) Meat, chicken and fish (including all bones) Fruit stickers Seafood (including crabs, prawns, oysters, clams, and mussels) Compostable or biodegradable packaging All bones (including steak, rib, chicken, and Christmas ham bones) Fibre-based materials, such as bamboo, timber or cardboard pa",Rejected,"\b(not\s+accepted|not\s+allowed|do\s+not\s+put|don't\s+put|must\s+not|should\s+not|prohibited|rejected|not\s+permitted|not\s+suitable|cannot|can\s*not|can’t|can't|contamination|contaminant)\b.{0,180}\b(compostable|biodegradable|bioplastic|bio[- ]?plastic|compostable\s+packag|biodegradable\s+packag|serviceware|cup|cutlery)","not accepted. these bags will not decompose and will contaminate the compost used by farmers to grow food. only use council provided liners, or green liners that are certified compostable"
[67],"Australia - Inner West, New South Wales - Inner West Council / municipal sorting rule",Generic compostable packaging / plastics,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,"\b(compostable|biodegradable|industrially\s+compostable|certified\s+compostable|bioplastic|bio[- ]?plastic|bioplastics|composteerbaar\w*|kompostierbar\w*|compostabil\w*|biod[ée]gradable\w*|biohajoava|kompostoituva|biolagunev\w*|kompostitav\w*|biolo[šs]ko\s+razgradljiv\w*|kompostowaln\w*|biodegradowaln\w*)\b.{0,140}\b(packaging|plastic|plastics|product|products|material|materials|item|items|verpackungen|kunststoff|emballage|embalagem|imballagg|envase|verpakking|pakend|pakkauks|opakowania|embala[žz]a|obaly|muovi|pakkauks|label|sticker)\w*","compostable or biodegradable packaging all bones (including steak, rib, chicken, and christmas ham bones) fibre-based materials","oxes, containers) Meat, chicken and fish (including all bones) Fruit stickers Seafood (including crabs, prawns, oysters, clams, and mussels) Compostable or biodegradable packaging All bones (including steak, rib, chicken, and Christmas ham bones) Fibre-based materials, such as bamboo, timber or cardboard packaging and cutlery Dairy products (cheese, yogurt etc.) Paper or cardboard (including paper towel,",Rejected,"\b(not\s+accepted|not\s+allowed|do\s+not\s+put|don't\s+put|must\s+not|should\s+not|prohibited|rejected|not\s+permitted|not\s+suitable|cannot|can\s*not|can’t|can't|contamination|contaminant)\b.{0,180}\b(compostable|biodegradable|bioplastic|bio[- ]?plastic|compostable\s+packag|biodegradable\s+packag|serviceware|cup|cutlery)","not accepted. these bags will not decompose and will contaminate the compost used by farmers to grow food. only use council provided liners, or green liners that are certified compostable"
[68],Australia - South Australia (Regional Processing Networks) - Green Industries South Australia (GISA) Operational Guidance / regional government guidance,Food-waste liners / collection bags,Accepted with conditions,"Food-waste liners are accepted only as official/designated, locally/facility-approved, or otherwise restricted collection items.",\b(caddy\s*liner|kitchen\s*caddy|food[- ]?waste\s*(bag|liner)|bio\s*bag|biobag|compostable\s*(bag|liner)|green\s*bag|brown\s*bag|collection\s*(bag|liner)|organic\s*waste\s*bag|organics\s*bag|biowaste\s*bag|food\s*scraps?\s*bag)s?\b,compostable bags,"ed for composting through the green organics (FOGO) bin in all metropolitan areas and many regional centres. Ventilated kitchen caddies and compostable bags for households to divert food waste are commonly provided by councils for residents. Since September 2024, when bans came into place in SA",Collection liners only,"\b(use|can\s+use|may\s+use|allowed\s+to\s+use|line|pack|collect|wrap)\b.{0,160}\b(compostable|bioplastic|biodegradable|paper)\s+(bag|liner|sack)s?","use plastic barrier bags, households have ready access to a supply of as 4736 and as 5810 certified compostable bags"
[69],New Zealand - National - Ministry for the Environment / national kerbside standard,Generic compostable packaging / plastics,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,"\b(compostable|biodegradable|industrially\s+compostable|certified\s+compostable|bioplastic|bio[- ]?plastic|bioplastics|composteerbaar\w*|kompostierbar\w*|compostabil\w*|biod[ée]gradable\w*|biohajoava|kompostoituva|biolagunev\w*|kompostitav\w*|biolo[šs]ko\s+razgradljiv\w*|kompostowaln\w*|biodegradowaln\w*)\b.{0,140}\b(packaging|plastic|plastics|product|products|material|materials|item|items|verpackungen|kunststoff|emballage|embalagem|imballagg|envase|verpakking|pakend|pakkauks|opakowania|embala[žz]a|obaly|muovi|pakkauks|label|sticker)\w*","compostable bin liners and certain types of garden materials in their collections. paper, cardboard and compostable packaging","can be accepted in all council kerbside food scraps and food and garden (FOGO) collections. Councils have discretion over whether they accept compostable bin liners and certain types of garden materials in their collections. Paper, cardboard and compostable packaging can’t go in food scraps or FOGO collections: Paper and cardboard including paper towels and pizza boxes, and compostable packaging are n",Rejected,"\b(not\s+accepted|not\s+allowed|do\s+not\s+put|don't\s+put|must\s+not|should\s+not|prohibited|rejected|not\s+permitted|not\s+suitable|cannot|can\s*not|can’t|can't|contamination|contaminant)\b.{0,180}\b(compostable|biodegradable|bioplastic|bio[- ]?plastic|compostable\s+packag|biodegradable\s+packag|serviceware|cup|cutlery)","can't go in food scraps or fogo collections: paper and cardboard including paper towels and pizza boxes, and compostable"
[70],New Zealand - New Plymouth District - NPDC / municipal food-scraps rule,Generic compostable packaging / plastics,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,"\b(compostable|biodegradable|industrially\s+compostable|certified\s+compostable|bioplastic|bio[- ]?plastic|bioplastics|composteerbaar\w*|kompostierbar\w*|compostabil\w*|biod[ée]gradable\w*|biohajoava|kompostoituva|biolagunev\w*|kompostitav\w*|biolo[šs]ko\s+razgradljiv\w*|kompostowaln\w*|biodegradowaln\w*)\b.{0,140}\b(packaging|plastic|plastics|product|products|material|materials|item|items|verpackungen|kunststoff|emballage|embalagem|imballagg|envase|verpakking|pakend|pakkauks|opakowania|embala[žz]a|obaly|muovi|pakkauks|label|sticker)\w*","compostable items that can't be included in your food scraps bin, such as tissues, home compostable packaging","home should I continue or use my food scraps bin? If you compost at home, keep it up! Composting is a great way to process green waste and compostable items that can’t be included in your food scraps bin, such as tissues, home compostable packaging, hair, cold ash, dust and fallen leaves. Note that items placed down a sink disposal unit go to the landfill, so it’s best to compost at ho",Rejected,"\b(not\s+accepted|not\s+allowed|do\s+not\s+put|don't\s+put|must\s+not|should\s+not|prohibited|rejected|not\s+permitted|not\s+suitable|cannot|can\s*not|can’t|can't|contamination|contaminant)\b.{0,180}\b(compostable|biodegradable|bioplastic|bio[- ]?plastic|compostable\s+packag|biodegradable\s+packag|serviceware|cup|cutlery)",can't i use compostable or biodegradable bags as liners in my food scraps bin? there is no agreed new zealand standard for compostable
[71],"Japan - Mashiko, Tochigi - 益子町 / municipal sorting rule",Food-waste liners / collection bags,Accepted with conditions,"Food-waste liners are accepted only as official/designated, locally/facility-approved, or otherwise restricted collection items.","(生ごみ|厨余|廚餘|餐厨|음식물쓰레기|음식물류).{0,80}(袋|봉투|专用袋|專用袋|専用袋|전용봉투)",生ごみの分け方・出し方 保存版 生ごみは資源です。資源循環と地球温暖化防止のため、生ごみの分別 収集にご協力ください。 生ごみ専用袋,"o, Tochigi - 益子町 / municipal sorting rule | --- Page 1 --- | https://www.town.mashiko.lg.jp/data/doc/1396155521_doc_87_0.pdf --- Page 1 --- 生ごみの分け方・出し方 保存版 生ごみは資源です。資源循環と地球温暖化防止のため、生ごみの分別 収集にご協力ください。 生ごみ専用袋に入れていいもの 出し方（注 意） ●野菜・果物のくず・皮・しん 大根、たけのこ、たまねぎ、とうもろこし、枝豆、リンゴ、パイナップル、落花生、クルミなど ●食べ残し 米、味噌汁の具、パン、麺類、もち、腐敗した食べ物など ●その他 魚",Collection liners only,"(?:生ごみ|食品廃棄物).{0,140}(?:生分\w{0,8}解性\w{0,12}(?:プラスチック)?\w{0,8}袋|堆肥化可能\w*袋)",生ごみで包むなどして、突起部分が袋 に当たらないよう注意してください。 ●生ごみ専用袋は生分解性のごみ袋
[72],"Japan - Makkari, Hokkaidō - 真狩村 / municipal sorting rule",Food-waste liners / collection bags,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,"(生ごみ|厨余|廚餘|餐厨|음식물쓰레기|음식물류).{0,80}(袋|봉투|专用袋|專用袋|専用袋|전용봉투)",生ごみは、そのもの単体で出してください。（少量しかない場合は、小袋に入れ、袋内袋,ョンに出してください。 2．庭など剪定した木は、50cm以内でしたら、燃やせるごみとして出してください。（45リットルのごみ袋に入る長さが目安です。） 3．新聞紙、チラシ、雑誌、書籍、段ボール、紙パック、ミックスペーパーは、その他資源ごみとして出してください。 4．紙おむつ等の衛生ごみは、そのもの単体で出してください。（少量しかない場合は、小袋に入れ、袋内袋にしてください。） 燃やせないごみ 主なもの せともの類、金属類、ガラス類、革製品類、ゴム類、一斗缶、アルミホイル、飲料水の金属製のふた、スプレー缶（使い切ってから穴をあけて出してください）、プラスチック製品（容器包装は除く）、ビデオテープなど 出し方 注意事項 1．指定されてい,Rejected,"(レジ袋|プラスチック袋|プラスチック|容器包装).{0,100}(二重袋|使わない|入れない|禁止|燃えるごみ|可燃ごみ)",プラスチック・金属類などの異物は絶対に入れない
[73],"Japan - Niseko, Hokkaidō - ニセコ町 / municipal sorting / program document",Food-waste liners / collection bags,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,"(生ごみ|厨余|廚餘|餐厨|음식물쓰레기|음식물류).{0,80}(袋|봉투|专用袋|專用袋|専用袋|전용봉투)",生ごみの袋,それぞれ異なる課題を抱 えていることもわかった。この観点から課題を分けて、論点の整理を行った。 （１）一般家庭からのごみの排出と分別 ①ニセコ町全体として、一般家庭の分別は良好で、廃プラなど資源ごみの純度も比較的高く、町 の分別ルールがかなり浸透していると思われる。 （他町村と比べて） 〜比較できる数値的な根拠は提示を受けなかったが、 収集現場の実感としてのコメントから ② しかし、課題もある。生ごみの袋を有効に使いこなせていないケースもあったり、プラごみ と燃えないごみの分別に混乱が見られるケースもある。 住民の立場に立った、 より具,Rejected,"(可堆肥|可降解|生分解|塑料|塑膠|プラスチック|생분해|플라스틱|비닐).{0,100}(不(?:可|能|得)|不能|不可|請勿|不要|禁止|一般ごみ|燃えるごみ|종량제|일반쓰레기|배출불가)",プラスチック容器や紙製のラベルや、 木製はし、 食べ物の残滓などが混在してよごれたまま の「ダメごみ」は、洗浄して分別を徹底するか、もしくは、はじめから燃えるごみ
[74],"Japan - Toyohashi, Aichi - 豊橋市 / municipal sorting rule",Food-waste liners / collection bags,Unclear or not stated,"Application is mentioned, but no explicit application-level acceptance or rejection decision is stated.","(生ごみ|厨余|廚餘|餐厨|음식물쓰레기|음식물류).{0,80}(袋|봉투|专用袋|專用袋|専用袋|전용봉투)",生ごみの持ち出し方 ・ご家庭で出た「 生ごみ 」は、なるべく「内袋」に入れて生ごみ用指定ごみ袋,"菓子・肉類・魚介類・ 茶殻・コーヒー殻等 ＊くすり・たばこ・ガム・歯磨き粉等は台所から出るごみでも「生ごみ」としては持ち出すことはできません。 ・ 生ごみ分別収集パンフレット（PDF/2,034KB） ・ 平成29年4月からのごみ分別と収集の変更説明会資料（PDF/656KB） 生ごみの持ち出し方 ・ご家庭で出た「 生ごみ 」は、なるべく「内袋」に入れて生ごみ用指定ごみ袋に入れて持ち出してください。 ・また、水切りネットを利用されている場合は、水切りネットごと内袋又は指定ごみ袋へ入れて持ち出すことができます。 ・乾いた 生ごみ であれば、直接生ごみ用指定ごみ袋へ入れて持ち出すこともできます。 ・次の点には気をつけてください。 □ なるべく水を切っ",No explicit compostable-packaging rule,,
