citation_id,country_or_region,source_label,source_title,application_type,application_decision,Certification and Approval Basis,Source Authority,Stated Organic-waste Treatment Route,Acceptance,Rejection Rationale,certification_sufficiency_status,certification_sufficiency_score,certification_sufficiency_basis,certification_basis_type,certification_relevant_record,has_named_certification_or_approval,decision_basis,source_url
[72],Japan,"Japan - Makkari, Hokkaidō - 真狩村 / municipal sorting rule",ごみの出し方・注意事項,Food-waste liners / collection bags,Rejected,Government/programme approval,Municipal sorting rule,Treatment route not stated,Rejected,Reason not explicitly stated,Certification rejected,2,"The source mentions a certification, standard, or official approval basis, but this application-group record is rejected from the organic-waste route.",certification_relevant,Yes,Yes,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,https://www.vill.makkari.lg.jp/kurashi/gomi/bunbetsu/dashikata/
[73],Japan,"Japan - Niseko, Hokkaidō - ニセコ町 / municipal sorting / program document",--- Page 1 ---,Food-waste liners / collection bags,Rejected,Government/programme approval,Municipal sorting rule,Treatment route not stated,Rejected,Reason not explicitly stated,Certification rejected,2,"The source mentions a certification, standard, or official approval basis, but this application-group record is rejected from the organic-waste route.",certification_relevant,Yes,Yes,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,https://www.town.niseko.lg.jp/resources/output/contents/file/release/903/13734/80b6adbfc21896406dd4d482d212e7d5.pdf
[74],Japan,"Japan - Toyohashi, Aichi - 豊橋市 / municipal sorting rule",生ごみ分別について,Food-waste liners / collection bags,Unclear or not stated,Government/programme approval,Municipal sorting rule,Treatment route not stated,No explicit compostable-packaging rule,Not applicable - not a rejection/restriction case,Certification unclear or not stated,3,"The source mentions a certification, standard, or official approval basis, but the application-level decision is unclear or not stated.",certification_relevant,Yes,Yes,"Application is mentioned, but no explicit application-level acceptance or rejection decision is stated.",https://www.city.toyohashi.lg.jp/26526.htm
[75],Japan,"Japan - National - Ministry of Agriculture, Forestry and Fisheries / national government guidance",このページの本文へ移動,Food-waste liners / collection bags,Accepted with conditions,Government/programme approval,National rule or policy,Composting,Collection liners only,Reason not explicitly stated,Certification conditionally accepted,1,"The source mentions a certification, standard, or official approval basis, but acceptance still depends on additional operational gatekeeping such as local/facility approval, official/designated items, positive-list inclusion, programme approval, event/commercial collection, or another controlled route.",certification_relevant,Yes,Yes,"Food-waste liners are accepted only as official/designated, locally/facility-approved, or otherwise restricted collection items.",https://www.maff.go.jp/j/syouan/nouan/kome/k_hiryo/compostable_plastic.html
[77],Belgium,Belgium - National (all three regions) - Fost Plus (producer responsibility organisation) / waste-company guidance,"FAQ Bio-based/sourced plastics, bio-degradable and compostable plastics | Fost Plus",Generic compostable packaging / plastics,Rejected,OK compost HOME / NF T 51-800 / AS 5810,Waste operator or treatment-facility rule,Treatment route not stated,Rejected,Compost/digestate quality or contamination concern,Certification rejected,2,"The source mentions a certification, standard, or official approval basis, but this application-group record is rejected from the organic-waste route.",certification_relevant,Yes,Yes,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,https://www.fostplus.be/fr/media/1374/download%20(FR);%20https:/www.fostplus.be/nl/media/1373/download%20(NL)
[83],Denmark,Denmark - Roskilde (Zealand) - Roskilde Kommune / municipal sorting rule,start på hovedindhold,Food-waste liners / collection bags,Accepted,EN 13432 / OK compost / Seedling,Municipal sorting rule,AD / biogas,Collection liners only,Reason not explicitly stated,Certification accepted,0,"The source mentions a certification, standard, or official approval basis, and this application group is accepted in the ordinary organic-waste route.",certification_relevant,Yes,Yes,Food-waste liners/collection bags are accepted in the ordinary organics route; certification or compostability wording is treated as product qualification.,https://www.roskilde.dk/da-dk/service-og-selvbetjening/borger/affald-og-genbrug/hvordan-sorterer-jeg-affaldet/madaffald/
[84],Sweden,Sweden - National - Avfall Sverige (Swedish Waste Management association — industry body for certified biogas facilities) / composting facility rule / certification standard,Hem,Food-waste liners / collection bags,Rejected,EN 13432 / OK compost / Seedling,Waste operator or treatment-facility rule,AD + composting,Rejected,Reason not explicitly stated,Certification rejected,2,"The source mentions a certification, standard, or official approval basis, but this application-group record is rejected from the organic-waste route.",certification_relevant,Yes,Yes,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,https://www.avfallsverige.se/fakta-statistik/certifierad-atervinning/certifieringsregler-for-biogodsel/nya-krav-pa-pasar-for-matavfall/
[88],Switzerland,Switzerland - Zürich (city / canton) - Biogas Zürich AG (anaerobic digestion treatment facility) / anaerobic digestion facility rule,Aktuell,Food-waste liners / collection bags,Accepted with conditions,EN 13432 / OK compost / Seedling,Waste operator or treatment-facility rule,AD + composting,Dedicated/controlled route only,Reason not explicitly stated,Certification conditionally accepted,1,"The source mentions a certification, standard, or official approval basis, but acceptance still depends on additional operational gatekeeping such as local/facility approval, official/designated items, positive-list inclusion, programme approval, event/commercial collection, or another controlled route.",certification_relevant,Yes,Yes,"Application is accepted only in a controlled, facility-approved, event, commercial, or dedicated collection context.",https://biogaszuerich.ch/aktuell-faq/
[92],Mexico,Mexico - Mexico City / CDMX - Solid-waste regulation,"Norma Ambiental NACDMX-010-AMBT-2019 | Secretar?a del Medio Ambiente, Ciudad de M?xico",Food-waste liners / collection bags,Accepted,Country-specific standards/certifications (BNQ / AS 4736 / DINplus),National rule or policy,Treatment route not stated,Collection liners only,Explicit no-packaging / positive-list restriction,Certification accepted,0,"The source mentions a certification, standard, or official approval basis, and this application group is accepted in the ordinary organic-waste route.",certification_relevant,Yes,Yes,Food-waste liners/collection bags are accepted in the ordinary organics route; certification or compostability wording is treated as product qualification.,https://data.sedema.cdmx.gob.mx/sitios/conadf/documentos/NACDMX_010_AMBT_2019.pdf
[92],Mexico,Mexico - Mexico City / CDMX - Solid-waste regulation,"Norma Ambiental NACDMX-010-AMBT-2019 | Secretar?a del Medio Ambiente, Ciudad de M?xico",Flexible films/wraps/pouches,Rejected,Country-specific standards/certifications (BNQ / AS 4736 / DINplus),National rule or policy,Treatment route not stated,Collection liners only,Explicit no-packaging / positive-list restriction,Certification rejected,2,"The source mentions a certification, standard, or official approval basis, but this application-group record is rejected from the organic-waste route.",certification_relevant,Yes,Yes,Source-level rule is liner-only; this broader application category is outside the accepted application scope.,https://data.sedema.cdmx.gob.mx/sitios/conadf/documentos/NACDMX_010_AMBT_2019.pdf
[101],Slovakia,Slovakia - Bratislava - OLO a.s. - Ako správne triediť kuchynský bioodpad?,Ako správne triediť kuchynský bioodpad?,Food-waste liners / collection bags,Rejected,EN 13432 / OK compost / Seedling,Municipal sorting rule,Treatment route not stated,Rejected,Reason not explicitly stated,Certification rejected,2,"The source mentions a certification, standard, or official approval basis, but this application-group record is rejected from the organic-waste route.",certification_relevant,Yes,Yes,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,https://www.olo.sk/odpad/ako-spravne-triedit-odpad/kbro
[107],Norway,Norway - Rogaland (Molde/Romsdal region) - RIR (Romsdals-halv og Innlandets Renovasjon) - Nedbrytbare matavfallsposer til matavfall fra 1. januar,Hjem,Food-waste liners / collection bags,Accepted,EN 13432 / OK compost / Seedling,"State, provincial, regional, or canton rule",Treatment route not stated,Collection liners only,Slow degradation / residence-time mismatch,Certification accepted,0,"The source mentions a certification, standard, or official approval basis, and this application group is accepted in the ordinary organic-waste route.",certification_relevant,Yes,Yes,Food-waste liners/collection bags are accepted in the ordinary organics route; certification or compostability wording is treated as product qualification.,https://www.rir.no/aktuelt/nedbrytbare-matavfallsposer
[111],Finland,"Finland - Kainuu region - Ekokymppi (Kainuu waste authority) - Biojäte"" sorting guide",Biojäte,Food-waste liners / collection bags,Accepted,OK compost HOME / NF T 51-800 / AS 5810,"State, provincial, regional, or canton rule",Treatment route not stated,Collection liners only,Reason not explicitly stated,Certification accepted,0,"The source mentions a certification, standard, or official approval basis, and this application group is accepted in the ordinary organic-waste route.",certification_relevant,Yes,Yes,Food-waste liners/collection bags are accepted in the ordinary organics route; certification or compostability wording is treated as product qualification.,https://www.ekokymppi.fi/tietopankki/lajittelu/biojate.html
[111],Finland,"Finland - Kainuu region - Ekokymppi (Kainuu waste authority) - Biojäte"" sorting guide",Biojäte,Food-soiled paper / fibre packaging,Rejected,OK compost HOME / NF T 51-800 / AS 5810,"State, provincial, regional, or canton rule",Treatment route not stated,Collection liners only,Reason not explicitly stated,Certification rejected,2,"The source mentions a certification, standard, or official approval basis, but this application-group record is rejected from the organic-waste route.",certification_relevant,Yes,Yes,Source-level rule is liner-only; this broader application category is outside the accepted application scope.,https://www.ekokymppi.fi/tietopankki/lajittelu/biojate.html
[112],Finland,"Finland - Jyväskylä, Laukaa, Muurame, Toivakka - Mustankorkea (composting facility) - Biohajoava, kompostoituva vai biopohjainen?"" (blog/guidance)",Blogit,Food-service ware / takeaway packaging,Rejected,OK compost HOME / NF T 51-800 / AS 5810,Waste operator or treatment-facility rule,Composting,Rejected,Pre-treatment/screening/equipment constraint,Certification rejected,2,"The source mentions a certification, standard, or official approval basis, but this application-group record is rejected from the organic-waste route.",certification_relevant,Yes,Yes,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,https://www.mustankorkea.fi/blogit/biohajoavat-tuotteet/
[112],Finland,"Finland - Jyväskylä, Laukaa, Muurame, Toivakka - Mustankorkea (composting facility) - Biohajoava, kompostoituva vai biopohjainen?"" (blog/guidance)",Blogit,Generic compostable packaging / plastics,Rejected,OK compost HOME / NF T 51-800 / AS 5810,Waste operator or treatment-facility rule,Composting,Rejected,Pre-treatment/screening/equipment constraint,Certification rejected,2,"The source mentions a certification, standard, or official approval basis, but this application-group record is rejected from the organic-waste route.",certification_relevant,Yes,Yes,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,https://www.mustankorkea.fi/blogit/biohajoavat-tuotteet/
[113],Ireland,"Ireland - National - MyWaste.ie (national waste guidance portal — government funded, operated by Regional Waste Management Planning Offices) - Brown bin collection service",Brown bin collection service,Food-service ware / takeaway packaging,Accepted,EN 13432 / OK compost / Seedling,National rule or policy,AD + composting,Accepted broadly,Not applicable - not a rejection/restriction case,Certification accepted,0,"The source mentions a certification, standard, or official approval basis, and this application group is accepted in the ordinary organic-waste route.",certification_relevant,Yes,Yes,"Application is accepted in the ordinary organics route; certification or generic compostability is treated as product qualification, not a scenario restriction.",https://mywaste.ie/dispose-waste/at-home/three-bin-system/brown-bin/brown-bin-collection-service/
[113],Ireland,"Ireland - National - MyWaste.ie (national waste guidance portal — government funded, operated by Regional Waste Management Planning Offices) - Brown bin collection service",Brown bin collection service,Food-soiled paper / fibre packaging,Accepted,EN 13432 / OK compost / Seedling,National rule or policy,AD + composting,Accepted broadly,Not applicable - not a rejection/restriction case,Certification accepted,0,"The source mentions a certification, standard, or official approval basis, and this application group is accepted in the ordinary organic-waste route.",certification_relevant,Yes,Yes,"Application is accepted in the ordinary organics route; certification or generic compostability is treated as product qualification, not a scenario restriction.",https://mywaste.ie/dispose-waste/at-home/three-bin-system/brown-bin/brown-bin-collection-service/
[113],Ireland,"Ireland - National - MyWaste.ie (national waste guidance portal — government funded, operated by Regional Waste Management Planning Offices) - Brown bin collection service",Brown bin collection service,Generic compostable packaging / plastics,Accepted,EN 13432 / OK compost / Seedling,National rule or policy,AD + composting,Accepted broadly,Not applicable - not a rejection/restriction case,Certification accepted,0,"The source mentions a certification, standard, or official approval basis, and this application group is accepted in the ordinary organic-waste route.",certification_relevant,Yes,Yes,"Application is accepted in the ordinary organics route; certification or generic compostability is treated as product qualification, not a scenario restriction.",https://mywaste.ie/dispose-waste/at-home/three-bin-system/brown-bin/brown-bin-collection-service/
[114],Ireland,"Ireland - Dún Laoghaire-Rathdown County - Dún Laoghaire-Rathdown County Council - Food Waste"" (waste guidance page)",Waste,Food-waste liners / collection bags,Rejected,EN 13432 / OK compost / Seedling,"State, provincial, regional, or canton rule",Composting,No clear organics route,No compatible organic-treatment route,Certification rejected,2,"The source mentions a certification, standard, or official approval basis, but this application-group record is rejected from the organic-waste route.",certification_relevant,Yes,Yes,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,https://www.dlrcoco.ie/recycling-waste/waste/food-waste
[114],Ireland,"Ireland - Dún Laoghaire-Rathdown County - Dún Laoghaire-Rathdown County Council - Food Waste"" (waste guidance page)",Waste,Generic compostable packaging / plastics,Rejected,EN 13432 / OK compost / Seedling,"State, provincial, regional, or canton rule",Composting,No clear organics route,No compatible organic-treatment route,Certification rejected,2,"The source mentions a certification, standard, or official approval basis, but this application-group record is rejected from the organic-waste route.",certification_relevant,Yes,Yes,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,https://www.dlrcoco.ie/recycling-waste/waste/food-waste
[118],Germany,Germany - Braunschweig - Stadt Braunschweig / Kompostierbare Kunststoffe in Biotonne,Zur Startseite springen,Generic compostable packaging / plastics,Rejected,EN 13432 / OK compost / Seedling,Municipal sorting rule,Composting,Rejected,Compost/digestate quality or contamination concern,Certification rejected,2,"The source mentions a certification, standard, or official approval basis, but this application-group record is rejected from the organic-waste route.",certification_relevant,Yes,Yes,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,https://www.braunschweig.de/leben/wohnen_energie_abfall/usbs/bioplastik.php
[125],South Korea,"South Korea - Dobong-gu, Seoul - household waste disposal guide",생활폐기물 배출안내 | 도봉구,Food-waste liners / collection bags,Rejected,Government/programme approval,Municipal sorting rule,Other valorisation,Rejected,Pre-treatment/screening/equipment constraint,Certification rejected,2,"The source mentions a certification, standard, or official approval basis, but this application-group record is rejected from the organic-waste route.",certification_relevant,Yes,Yes,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,https://www.dobong.go.kr/subsite/waste/Contents.asp?code=10007358
[129],Canada,"Canada - Montréal, Québec - Get details about food waste collections",Get details about food waste collections,Food-service ware / takeaway packaging,Rejected,Government/programme approval,"State, provincial, regional, or canton rule",Composting,No clear organics route,No compatible organic-treatment route,Certification rejected,2,"The source mentions a certification, standard, or official approval basis, but this application-group record is rejected from the organic-waste route.",certification_relevant,Yes,Yes,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,https://montreal.ca/en/how-to/get-details-about-food-waste-collections
[129],Canada,"Canada - Montréal, Québec - Get details about food waste collections",Get details about food waste collections,Food-soiled paper / fibre packaging,Rejected,Government/programme approval,"State, provincial, regional, or canton rule",Composting,No clear organics route,No compatible organic-treatment route,Certification rejected,2,"The source mentions a certification, standard, or official approval basis, but this application-group record is rejected from the organic-waste route.",certification_relevant,Yes,Yes,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,https://montreal.ca/en/how-to/get-details-about-food-waste-collections
[129],Canada,"Canada - Montréal, Québec - Get details about food waste collections",Get details about food waste collections,Generic compostable packaging / plastics,Rejected,Government/programme approval,"State, provincial, regional, or canton rule",Composting,No clear organics route,No compatible organic-treatment route,Certification rejected,2,"The source mentions a certification, standard, or official approval basis, but this application-group record is rejected from the organic-waste route.",certification_relevant,Yes,Yes,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,https://montreal.ca/en/how-to/get-details-about-food-waste-collections
[137],United States,"United States - Austin, Texas - Rule Amendments: Drop Off & Curbside Services",Rule Amendments: Drop Off & Curbside Services,Food-waste liners / collection bags,Accepted,BPI / ASTM / CMA,Municipal sorting rule,Composting,Collection liners only,No compatible organic-treatment route,Certification accepted,0,"The source mentions a certification, standard, or official approval basis, and this application group is accepted in the ordinary organic-waste route.",certification_relevant,Yes,Yes,Food-waste liners/collection bags are accepted in the ordinary organics route; certification or compostability wording is treated as product qualification.,https://services.austintexas.gov/edims/document.cfm?id=470851
[139],United States,"United States - Portland, Oregon - Compost – what goes in the bin",Compost – what goes in the bin,Food-waste liners / collection bags,Rejected,BPI / ASTM / CMA,Municipal sorting rule,Composting,Rejected,Compost/digestate quality or contamination concern,Certification rejected,2,"The source mentions a certification, standard, or official approval basis, but this application-group record is rejected from the organic-waste route.",certification_relevant,Yes,Yes,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,https://www.portland.gov/bps/garbage-recycling/compost
[139],United States,"United States - Portland, Oregon - Compost – what goes in the bin",Compost – what goes in the bin,Tea/coffee preparation items,Rejected,BPI / ASTM / CMA,Municipal sorting rule,Composting,Rejected,Compost/digestate quality or contamination concern,Certification rejected,2,"The source mentions a certification, standard, or official approval basis, but this application-group record is rejected from the organic-waste route.",certification_relevant,Yes,Yes,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,https://www.portland.gov/bps/garbage-recycling/compost
[139],United States,"United States - Portland, Oregon - Compost – what goes in the bin",Compost – what goes in the bin,Food-soiled paper / fibre packaging,Rejected,BPI / ASTM / CMA,Municipal sorting rule,Composting,Rejected,Compost/digestate quality or contamination concern,Certification rejected,2,"The source mentions a certification, standard, or official approval basis, but this application-group record is rejected from the organic-waste route.",certification_relevant,Yes,Yes,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,https://www.portland.gov/bps/garbage-recycling/compost
[139],United States,"United States - Portland, Oregon - Compost – what goes in the bin",Compost – what goes in the bin,Flexible films/wraps/pouches,Rejected,BPI / ASTM / CMA,Municipal sorting rule,Composting,Rejected,Compost/digestate quality or contamination concern,Certification rejected,2,"The source mentions a certification, standard, or official approval basis, but this application-group record is rejected from the organic-waste route.",certification_relevant,Yes,Yes,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,https://www.portland.gov/bps/garbage-recycling/compost
[139],United States,"United States - Portland, Oregon - Compost – what goes in the bin",Compost – what goes in the bin,Generic compostable packaging / plastics,Rejected,BPI / ASTM / CMA,Municipal sorting rule,Composting,Rejected,Compost/digestate quality or contamination concern,Certification rejected,2,"The source mentions a certification, standard, or official approval basis, but this application-group record is rejected from the organic-waste route.",certification_relevant,Yes,Yes,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,https://www.portland.gov/bps/garbage-recycling/compost
[140],United States,"United States - La Mesa, California - Organic Recycling - Residential",Organic Recycling - Residential,Food-waste liners / collection bags,Rejected,Government/programme approval,"State, provincial, regional, or canton rule",AD / biogas,No clear organics route,No compatible organic-treatment route,Certification rejected,2,"The source mentions a certification, standard, or official approval basis, but this application-group record is rejected from the organic-waste route.",certification_relevant,Yes,Yes,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,https://la-mesa-city.edcodisposal.com/residential-waste-services/curbside-pickup/organic-recycling/
[140],United States,"United States - La Mesa, California - Organic Recycling - Residential",Organic Recycling - Residential,Tea/coffee preparation items,Rejected,Government/programme approval,"State, provincial, regional, or canton rule",AD / biogas,No clear organics route,No compatible organic-treatment route,Certification rejected,2,"The source mentions a certification, standard, or official approval basis, but this application-group record is rejected from the organic-waste route.",certification_relevant,Yes,Yes,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,https://la-mesa-city.edcodisposal.com/residential-waste-services/curbside-pickup/organic-recycling/
[140],United States,"United States - La Mesa, California - Organic Recycling - Residential",Organic Recycling - Residential,Food-soiled paper / fibre packaging,Rejected,Government/programme approval,"State, provincial, regional, or canton rule",AD / biogas,No clear organics route,No compatible organic-treatment route,Certification rejected,2,"The source mentions a certification, standard, or official approval basis, but this application-group record is rejected from the organic-waste route.",certification_relevant,Yes,Yes,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,https://la-mesa-city.edcodisposal.com/residential-waste-services/curbside-pickup/organic-recycling/
[142],United Kingdom,United Kingdom - Greater Manchester - The truth about compostable packaging,The truth about compostable packaging,Food-service ware / takeaway packaging,Rejected,EN 13432 / OK compost / Seedling,Intermunicipal or regional waste authority,Treatment route not stated,Rejected,Compost/digestate quality or contamination concern,Certification rejected,2,"The source mentions a certification, standard, or official approval basis, but this application-group record is rejected from the organic-waste route.",certification_relevant,Yes,Yes,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,https://recycleforgreatermanchester.com/blog/the-truth-about-compostable-packaging/
[142],United Kingdom,United Kingdom - Greater Manchester - The truth about compostable packaging,The truth about compostable packaging,Generic compostable packaging / plastics,Rejected,EN 13432 / OK compost / Seedling,Intermunicipal or regional waste authority,Treatment route not stated,Rejected,Compost/digestate quality or contamination concern,Certification rejected,2,"The source mentions a certification, standard, or official approval basis, but this application-group record is rejected from the organic-waste route.",certification_relevant,Yes,Yes,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,https://recycleforgreatermanchester.com/blog/the-truth-about-compostable-packaging/
[143],Japan,"Japan - Minamata City, Kumamoto Prefecture - Food-waste recycling / kitchen-garbage recycling page",Food-waste recycling / kitchen-garbage recycling page,Food-waste liners / collection bags,Accepted with conditions,Government/programme approval,"State, provincial, regional, or canton rule",Treatment route not stated,Collection liners only,Reason not explicitly stated,Certification conditionally accepted,1,"The source mentions a certification, standard, or official approval basis, but acceptance still depends on additional operational gatekeeping such as local/facility approval, official/designated items, positive-list inclusion, programme approval, event/commercial collection, or another controlled route.",certification_relevant,Yes,Yes,"Food-waste liners are accepted only as official/designated, locally/facility-approved, or otherwise restricted collection items.",https://www.city.minamata.lg.jp/kankyo/kiji003458/index.html
[144],Japan,"Japan - Zushi City, Kanagawa Prefecture - Zushi food-waste collection system-design PDF",Zushi food-waste collection system-design PDF,Food-waste liners / collection bags,Accepted with conditions,Government/programme approval,"State, provincial, regional, or canton rule",Composting,Collection liners only,Reason not explicitly stated,Certification conditionally accepted,1,"The source mentions a certification, standard, or official approval basis, but acceptance still depends on additional operational gatekeeping such as local/facility approval, official/designated items, positive-list inclusion, programme approval, event/commercial collection, or another controlled route.",certification_relevant,Yes,Yes,"Food-waste liners are accepted only as official/designated, locally/facility-approved, or otherwise restricted collection items.",https://www.city.zushi.kanagawa.jp/_res/projects/default_project/_page_/001/002/133/namagomi_seidosekkei202302.pdf
[150],Greece,Greece - National / municipalities - Biowaste Guide for Municipalities,Biowaste Guide for Municipalities,Food-waste liners / collection bags,Rejected,EN 13432 / OK compost / Seedling,National rule or policy,Composting,No clear organics route,No compatible organic-treatment route,Certification rejected,2,"The source mentions a certification, standard, or official approval basis, but this application-group record is rejected from the organic-waste route.",certification_relevant,Yes,Yes,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,https://www.giz.de/de/downloads/Biowaste%20Guide%20for%20municipalities%20EN.pdf
[150],Greece,Greece - National / municipalities - Biowaste Guide for Municipalities,Biowaste Guide for Municipalities,Generic compostable packaging / plastics,Rejected,EN 13432 / OK compost / Seedling,National rule or policy,Composting,No clear organics route,No compatible organic-treatment route,Certification rejected,2,"The source mentions a certification, standard, or official approval basis, but this application-group record is rejected from the organic-waste route.",certification_relevant,Yes,Yes,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,https://www.giz.de/de/downloads/Biowaste%20Guide%20for%20municipalities%20EN.pdf
[151],South Korea,South Korea - Seoul - added municipal/authority operational source,null 상세 |  | 씽글벙글 서울(서울 1인가구 포털),Food-waste liners / collection bags,Rejected,Government/programme approval,Municipal sorting rule,Composting,Rejected,Slow degradation / residence-time mismatch,Certification rejected,2,"The source mentions a certification, standard, or official approval basis, but this application-group record is rejected from the organic-waste route.",certification_relevant,Yes,Yes,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,https://1in.seoul.go.kr/front/board/boardContentsView.do?board_id=9&contents_id=8db9ef985ddc4d589554c602a258f761
[153],United Kingdom,United Kingdom - Leeds - added municipal/authority operational source,Main navigation,Food-waste liners / collection bags,Accepted,EN 13432 / OK compost / Seedling,Municipal sorting rule,AD + composting,Collection liners only,No compatible organic-treatment route,Certification accepted,0,"The source mentions a certification, standard, or official approval basis, and this application group is accepted in the ordinary organic-waste route.",certification_relevant,Yes,Yes,Food-waste liners/collection bags are accepted in the ordinary organics route; certification or compostability wording is treated as product qualification.,https://www.leeds.gov.uk/bins-and-recycling/your-bins/food-waste-bin
[153],United Kingdom,United Kingdom - Leeds - added municipal/authority operational source,Main navigation,Tea/coffee preparation items,Rejected,EN 13432 / OK compost / Seedling,Municipal sorting rule,AD + composting,Collection liners only,No compatible organic-treatment route,Certification rejected,2,"The source mentions a certification, standard, or official approval basis, but this application-group record is rejected from the organic-waste route.",certification_relevant,Yes,Yes,Source-level rule is liner-only; this broader application category is outside the accepted application scope.,https://www.leeds.gov.uk/bins-and-recycling/your-bins/food-waste-bin
[153],United Kingdom,United Kingdom - Leeds - added municipal/authority operational source,Main navigation,Generic compostable packaging / plastics,Rejected,EN 13432 / OK compost / Seedling,Municipal sorting rule,AD + composting,Collection liners only,No compatible organic-treatment route,Certification rejected,2,"The source mentions a certification, standard, or official approval basis, but this application-group record is rejected from the organic-waste route.",certification_relevant,Yes,Yes,Source-level rule is liner-only; this broader application category is outside the accepted application scope.,https://www.leeds.gov.uk/bins-and-recycling/your-bins/food-waste-bin
[155],Netherlands,Netherlands - Maastricht - added municipal/authority operational source,Hoofdnavigatie Engels,Food-waste liners / collection bags,Accepted with conditions,EN 13432 / OK compost / Seedling,Municipal sorting rule,Composting,Collection liners only,Compost/digestate quality or contamination concern,Certification conditionally accepted,1,"The source mentions a certification, standard, or official approval basis, but acceptance still depends on additional operational gatekeeping such as local/facility approval, official/designated items, positive-list inclusion, programme approval, event/commercial collection, or another controlled route.",certification_relevant,Yes,Yes,"Food-waste liners are accepted only as official/designated, locally/facility-approved, or otherwise restricted collection items.",https://www.gemeentemaastricht.nl/en/vegetable-fruit-garden-and-food-waste
[155],Netherlands,Netherlands - Maastricht - added municipal/authority operational source,Hoofdnavigatie Engels,Food-service ware / takeaway packaging,Rejected,EN 13432 / OK compost / Seedling,Municipal sorting rule,Composting,Collection liners only,Compost/digestate quality or contamination concern,Certification rejected,2,"The source mentions a certification, standard, or official approval basis, but this application-group record is rejected from the organic-waste route.",certification_relevant,Yes,Yes,Source-level rule is liner-only; this broader application category is outside the accepted application scope.,https://www.gemeentemaastricht.nl/en/vegetable-fruit-garden-and-food-waste
[155],Netherlands,Netherlands - Maastricht - added municipal/authority operational source,Hoofdnavigatie Engels,Generic compostable packaging / plastics,Rejected,EN 13432 / OK compost / Seedling,Municipal sorting rule,Composting,Collection liners only,Compost/digestate quality or contamination concern,Certification rejected,2,"The source mentions a certification, standard, or official approval basis, but this application-group record is rejected from the organic-waste route.",certification_relevant,Yes,Yes,Source-level rule is liner-only; this broader application category is outside the accepted application scope.,https://www.gemeentemaastricht.nl/en/vegetable-fruit-garden-and-food-waste
[157],Greece,Greece - Chania-DEDISA - added municipal/authority operational source,Food waste separate collection - Chania Prefecture Biowaste,Food-waste liners / collection bags,Accepted,EN 13432 / OK compost / Seedling,"State, provincial, regional, or canton rule",Treatment route not stated,Collection liners only,No compatible organic-treatment route,Certification accepted,0,"The source mentions a certification, standard, or official approval basis, and this application group is accepted in the ordinary organic-waste route.",certification_relevant,Yes,Yes,Food-waste liners/collection bags are accepted in the ordinary organics route; certification or compostability wording is treated as product qualification.,https://www.chania.gr/wp-content/uploads/2020/12/55/43694/8pages_16x16_dedisa_en_corrected.pdf
[157],Greece,Greece - Chania-DEDISA - added municipal/authority operational source,Food waste separate collection - Chania Prefecture Biowaste,Tea/coffee preparation items,Rejected,EN 13432 / OK compost / Seedling,"State, provincial, regional, or canton rule",Treatment route not stated,Collection liners only,No compatible organic-treatment route,Certification rejected,2,"The source mentions a certification, standard, or official approval basis, but this application-group record is rejected from the organic-waste route.",certification_relevant,Yes,Yes,Source-level rule is liner-only; this broader application category is outside the accepted application scope.,https://www.chania.gr/wp-content/uploads/2020/12/55/43694/8pages_16x16_dedisa_en_corrected.pdf
